,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country,income,prediction,index
18485,56.0,Self-emp-inc,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,221
15098,63.0,Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,15.0,United-States,False,True,222
15293,25.0,Private,7.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,False,False,223
15429,36.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,False,False,224
20819,30.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,13550.0,0.0,45.0,United-States,True,True,225
14996,35.0,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Germany,False,False,226
905,46.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,38.0,United-States,False,False,227
26746,46.0,Private,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,228
22308,24.0,Private,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,229
24554,34.0,State-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,230
19982,30.0,Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,231
14975,22.0,State-gov,10.0,Never-married,Other-service,Other-relative,Black,Male,0.0,0.0,39.0,Haiti,False,False,232
29130,17.0,Private,5.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,16.0,United-States,False,False,233
9308,51.0,Private,13.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,234
19301,30.0,Private,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,235
8466,25.0,Private,3.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,33.0,Mexico,False,False,236
2188,29.0,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,30.0,United-States,False,False,237
6752,41.0,Private,9.0,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,45.0,United-States,False,False,238
31021,26.0,Private,8.0,Never-married,Other-service,Unmarried,Black,Male,0.0,0.0,40.0,United-States,False,False,239
22776,26.0,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,45.0,United-States,False,False,240
6357,29.0,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,241
8176,79.0,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,20.0,United-States,False,False,242
27058,30.0,Local-gov,8.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,False,False,243
8533,34.0,State-gov,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,4865.0,0.0,55.0,United-States,False,True,244
2861,44.0,Private,2.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,El-Salvador,False,False,245
31685,60.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,246
23904,30.0,Private,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60.0,United-States,True,False,247
19874,53.0,Local-gov,9.0,Married-spouse-absent,Transport-moving,Other-relative,White,Female,0.0,0.0,35.0,United-States,False,False,248
4456,33.0,State-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,Canada,False,True,249
12413,27.0,Private,13.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,False,False,250
1636,27.0,Private,6.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,251
646,31.0,Local-gov,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,252
23651,57.0,Private,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,253
14046,61.0,Federal-gov,9.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,Puerto-Rico,False,False,254
8066,61.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,63.0,South,False,False,255
18581,19.0,Private,8.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,False,False,256
162,44.0,Self-emp-inc,14.0,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,False,False,257
30195,31.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Italy,False,False,258
10266,56.0,Self-emp-inc,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,99.0,United-States,False,False,259
29121,51.0,Self-emp-not-inc,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,True,False,260
19696,30.0,Private,12.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,False,False,261
30163,36.0,?,11.0,Divorced,?,Own-child,White,Male,0.0,0.0,50.0,United-States,False,False,262
11538,47.0,Private,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,60.0,United-States,True,True,263
11019,30.0,Private,10.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,False,False,264
12286,35.0,Private,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,True,False,265
27279,26.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,False,False,266
19265,37.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464.0,0.0,50.0,United-States,False,False,267
23995,55.0,Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,55.0,United-States,True,True,268
5280,39.0,State-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,269
27161,43.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,270
8808,47.0,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,3137.0,0.0,40.0,United-States,False,True,271
32181,43.0,Local-gov,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,55.0,United-States,True,True,272
4881,25.0,Private,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,False,False,273
66,28.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,274
31902,34.0,Private,6.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Portugal,False,False,275
23182,59.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,United-States,False,False,276
7154,32.0,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,277
25582,44.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,False,False,278
6566,40.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,False,False,279
18526,22.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,9.0,United-States,False,False,280
17667,18.0,Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,26.0,United-States,False,False,281
14128,42.0,Private,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,282
29647,42.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Puerto-Rico,False,False,283
22970,51.0,Federal-gov,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,7688.0,0.0,40.0,United-States,True,True,284
32489,61.0,Private,9.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,40.0,United-States,False,False,285
31089,23.0,Private,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,30.0,?,False,False,286
11904,57.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,45.0,United-States,True,True,287
20049,58.0,Private,10.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,288
6856,17.0,Private,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,False,False,289
11627,29.0,Private,6.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,0.0,40.0,United-States,False,False,290
8674,41.0,Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,True,False,291
21647,36.0,Self-emp-inc,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,292
8656,36.0,Self-emp-not-inc,13.0,Divorced,Other-service,Unmarried,Black,Male,0.0,0.0,45.0,United-States,True,False,293
16280,27.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,294
23828,17.0,Private,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,Canada,False,False,295
19684,17.0,Private,6.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States,False,False,296
15519,24.0,Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,297
28377,23.0,Local-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1092.0,40.0,United-States,False,False,298
15134,25.0,Federal-gov,9.0,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,False,False,299
29871,40.0,Private,10.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,50.0,United-States,True,False,300
26681,73.0,?,9.0,Widowed,?,Not-in-family,White,Female,0.0,0.0,22.0,United-States,True,False,301
29270,47.0,Private,3.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,40.0,Mexico,False,False,302
6831,45.0,Private,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,50.0,United-States,False,False,303
23610,43.0,State-gov,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,304
3915,51.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,305
19761,29.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,306
22455,40.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,45.0,United-States,True,True,307
30960,43.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,308
2725,28.0,Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,True,False,309
24368,40.0,Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,310
7763,53.0,?,4.0,Separated,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,311
24312,20.0,State-gov,9.0,Never-married,Other-service,Other-relative,Other,Male,0.0,0.0,40.0,United-States,False,False,312
26073,51.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,313
29072,23.0,?,4.0,Never-married,?,Not-in-family,White,Female,0.0,0.0,40.0,Mexico,False,False,314
19453,26.0,State-gov,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,12.0,United-States,False,False,315
27145,28.0,Private,10.0,Separated,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,316
4112,38.0,State-gov,10.0,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,True,False,317
23811,19.0,Local-gov,10.0,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,35.0,United-States,False,False,318
20694,36.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,319
27834,20.0,State-gov,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,38.0,United-States,False,False,320
20362,36.0,Local-gov,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,42.0,United-States,True,False,321
140,61.0,Self-emp-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,322
15271,51.0,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024.0,0.0,40.0,United-States,True,True,323
184,37.0,Federal-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,42.0,United-States,True,False,324
20547,33.0,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0.0,0.0,50.0,United-States,False,False,325
11830,28.0,Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,326
5918,33.0,Self-emp-inc,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,True,327
20723,46.0,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,True,False,328
11832,34.0,Private,9.0,Separated,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,329
15428,20.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,False,False,330
12835,44.0,State-gov,7.0,Separated,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,331
17539,47.0,Local-gov,14.0,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,True,False,332
16782,45.0,Private,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,True,True,333
25040,18.0,Private,8.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,False,False,334
22001,22.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,False,False,335
20047,48.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,True,True,336
23390,34.0,Private,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,1980.0,40.0,United-States,False,False,337
9724,26.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,53.0,United-States,False,False,338
28974,63.0,Private,9.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,339
2584,57.0,Private,2.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,Portugal,False,False,340
20132,48.0,Federal-gov,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,True,False,341
6116,56.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,342
29325,20.0,?,10.0,Never-married,?,Own-child,White,Female,0.0,0.0,15.0,France,False,False,343
1897,26.0,Private,7.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,344
23706,50.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,True,345
6914,67.0,?,5.0,Divorced,?,Not-in-family,White,Female,2050.0,0.0,40.0,United-States,False,False,346
1468,24.0,Private,11.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,60.0,United-States,False,False,347
8192,45.0,Self-emp-not-inc,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,False,False,348
17520,31.0,Self-emp-not-inc,16.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,48.0,United-States,False,False,349
15855,30.0,Private,12.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,False,False,350
25661,47.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,35.0,United-States,True,False,351
18499,45.0,Private,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,352
12322,57.0,Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,True,False,353
24516,45.0,Private,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,20.0,United-States,False,False,354
30472,40.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,355
31262,22.0,Private,9.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,20.0,United-States,False,False,356
9895,38.0,Private,8.0,Married-civ-spouse,Other-service,Husband,White,Male,3942.0,0.0,40.0,United-States,False,False,357
28769,24.0,Private,7.0,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0.0,0.0,40.0,United-States,False,False,358
1677,24.0,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,False,False,359
19503,25.0,Private,9.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,30.0,United-States,False,False,360
19832,37.0,Private,12.0,Divorced,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,False,False,361
10553,40.0,Private,13.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,Puerto-Rico,False,False,362
23253,28.0,Private,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,False,False,363
1666,50.0,Self-emp-inc,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,True,True,364
26841,25.0,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.0,0.0,40.0,United-States,True,False,365
32514,40.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,45.0,United-States,False,False,366
6114,57.0,Self-emp-inc,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,False,False,367
29262,60.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,False,False,368
26721,41.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,False,False,369
17443,64.0,Private,10.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,False,False,370
13776,64.0,Local-gov,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,371
11980,31.0,Private,11.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,False,False,372
2161,21.0,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,37.0,United-States,False,False,373
25046,28.0,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,?,False,False,374
19147,44.0,State-gov,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,15.0,United-States,False,False,375
26516,43.0,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60.0,Nicaragua,False,False,376
9777,61.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,377
23222,52.0,Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,378
21089,24.0,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,True,False,379
11402,22.0,Private,9.0,Divorced,Sales,Own-child,White,Female,0.0,0.0,33.0,United-States,False,False,380
24600,41.0,Self-emp-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,True,True,381
